제목,지역,소분류,성별,내용
울주군장애인복지관 직업적응훈련 캠프 자원봉사자 모집,울산,울주군,공통,"울주군장애인복지관 직업적응훈련반 캠프진행을 지원해주실 자원봉사자를 모집합니다. 1. 봉사일자 : 2019-04-23 10시 ~2019-04-24 16시2. 봉사장소 : 울주군장애인복지관, 국립산림치유원3. 봉사내용 : 울주군장애인복지관 직업적응훈련 캠프 자원봉사자 모집문의: 홍영은 장애인재활상담사(052-229-9454)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
플리마켓 참여 자원봉사자 모집,부산,부산진구,여,"1. 봉사일자 : 2019-04-19(금)  09:30~15:30 (상황에 따라 시작, 종료시간 30분정도 조절될 수 있음)2. 봉사장소 : 이마트 트레이더스 옥외 주차장3. 봉사내용 : 플리마켓 참여 자원봉사자 모집※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[이수역] 캠페인 홍보 및 업무보조 자원봉사자 모집,서울,동작구,공통,"사회복지법인 아이들과미래재단 '하루기부 캠페인 홍보'와 업무지원을 함께할 자원봉사자 모집합니다.1. 캠페인명: 하루기부 캠페인  - 하루기부는 1년 365일 중 하루를 나눔으로 사용하자는 의미를 담은 기부캠페인입니다.2. 활동내용: 캠페인 홍보 및 재단 기타업무 보조3. 활동일시: 4월~12월 평일/ 10시~18시 중 (가능한 날짜, 시간선택) ※공휴일 제외   - 점심식사 제공4. 활동장소: 아이들과미래재단 사무국 (서울시 동작구 사당로 272 삼보빌딩 5층)   - 이수역 9번출구 -> 남성역방향 300m직진 -> 1층 기아자동차 건물 5층 -> 아이들과미래재단 행복나눔팀    (오셔서 '행복나눔팀'에 봉사활동 하러 왔다고 하시면, 친절히 안내해주실겁니다^^)5. 신청방법: VMS 상에서 신청버튼 누른 후 ""전화"" 주세요!   - VMS보고 전화주셨다고 하시면 됩니다.6. 문의: 아이들과미래재단 행복나눔팀 02-843-8478(평일 오전 9시~18시)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[우편발송] 애뉴얼리포트 발송작업 자원봉사자 모집,서울,서초구,공통,"사회복지법인 함께걷는아이들은 '모든 아이들이 환경에 상관없이 가능성을 펼칠 수 있는 세상을 만드는' 사회복지법인입니다.사회적 관심과 지지가 필요한 아동·청소년에게 교육, 문화예술, 정서, 자립 등의 통합적 복지사업으로 정서적 안정 및 교육 양극화 해소를 통해 건강한 사회구성원으로서의 성장을 도모합니다. 이번 애뉴얼리포트 우편물 발송 작업을 도와 줄 자원봉사자를 모집합니다. 많은 참여 부탁드립니다.< 우편물 발송작업 자원봉사자 모집>- 일시: 2019.4.24(수) 14:00 ~ 18:00- 모집인원: 5명 내외- 봉사 업무 내용: 애뉴얼리포트 우편 발송 작업- 장소: 함께걷는아이들 회의실(서울시 서초구 서초대로74길 23, 801호/2호선 강남역 인근)- 성별: 무관- 문의: 070-8891-3553 문다솔 인턴※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
이태석기념음악회 자원봉사자 모집합니다.,부산,남구,공통,"이태석 기념음악회 자원봉사자 모집일시 : 2019.5.15(수) 오후4시~8시장소 : 부산문화회관 대극장(대연동)봉사내용 : 좌석권 배부, 관람객 안내 등 행사진행 보조신청후 취소시 행사에 차질이 있습니다, 신중하게 일정 검토하셔서 신청바랍니다.클래식 음악회로 관람도 가능하오니 많은 지원바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[프렌드아시아] 아시아 빈곤 아동을 위한 모아키트 포장 자원봉사자 모집,서울,은평구,공통,"프렌드아시아는 중앙아시아 빈곤아동을 지원하는 국제개발협력NGO 입니다.빈곤아동들에게 전달될 모아장난감 키트 포장작업을 위해 봉사자를 모집합니다.장난감을 직접 만드는 것이 아니라 장난감부품(펠트, 바늘, 실 등)을 포장하는 간단한 작업을 해주시면 됩니다.봉사시간은 4/9 (화) ~ 4/11(목),  4/16 (화) ~ 18 (목), 4/23 (화) ~ 25(목) 중 택하여 14:00~18:00에 진행됩니다.  시간 조정이 가능합니다.단순작업을 선호하는 꼼꼼한 분이 지원해주시면 좋겠습니다. :)봉사를 희망하시는 분은 02-957-8045로 연락 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[굿네이버스] 프로그램 물품 세팅,서울,금천구,공통,"1. 봉사일자 : 2019-04-09~2019-05-31 / 09:00-18:00 중 언제든지 (토, 일 제외)2. 봉사장소 : 서울 영등포구 버드나루로 13, 굿네이버스 회관 4층3. 봉사내용 : [굿네이버스] 프로그램 물품 세팅4. 봉사를 원하시는 분은 010-7196-3086으로 문자 또는 전화주세요. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
 찾아가는 무한돌봄센터 홍보활동 보조,경기,용인시,공통,1. 일정 : 4월 19일 (금요일) 14:00 ~ 17:002. 봉사활동 장소 : 용인시기흥노인복지관 1층 사무실3. 봉사활동 내용 : 찾아가는 무한돌봄센터 홍보활동 보조 및 행정 업무 보조4. 봉사활동 모집인원: 2명5. 문의 : 기흥무한돌봄네트워크팀 민혜진 070-4908-9913※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
고구마심기 활동,경기,평택시,공통,1. 봉사일자 : 2019-05-01~2019-05-012. 봉사장소 : 사랑요양원 텃밭3. 봉사내용 : 고구마심기 활동※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
청소 및 교재교구정리,전북,순창군,공통,1. 봉사일자 : 2019-04-05~2020-12-312. 봉사장소 : 풍산지역아동센터3. 봉사내용 : 청소 및 교재교구정리※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
2019년 1분기 다문화가족 서포터즈단 ,경기,용인시,여,경기도지사가 위촉한 용인시 다문화가족서포터즈의 자원봉사입니다.- 위촉된 서포터즈가 아니신 분은 신청 불가합니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[초록우산 어린이재단 인천지역본부] 무연고아동 지원캠페인 자원봉사자 모집,인천,계양구,공통,"안녕하세요?초록우산 어린이재단 인천지역본부에서는 무연고아동 지원 캠페인을 도와줄 자원봉사자를 모집합니다!1. 내용: '품다' 캠페인 보조 지원 (팔찌만들기, 풍선만들기 등 이벤트 보조)2. 기간: 2019. 04. 13. ~ 04. 28. (아래 행사)    * 13일(토), 인천어린이과학관, 10:00~15:00    * 14일(일), 인천어린이과학관, 10:00~15:00    * 20일(토), 푸른인천글쓰기대회(인천대공원) 13:00~18:00    * 25일(목)~28일(일), 일산 킨텍스(코베 베이비페어) 10:00~18:00 (10:00~14:00, 14:00~18:00 오전 오후 가능) 3. 대상: 대학생 또는 휴학생4. 인원: 0명5. 문의: 032-875-7010 (초록우산 어린이재단 인천지역본부 나눔사업팀 손경재)  VMS신청 후 꼭 연락 부탁드립니다! 감사합니다.^^ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[굿네이버스 서울] 제11회 희망편지쓰기대회 봉사자 모집 ,서울,구로구,공통," *** 주말 및 공휴일은 봉사활동이 불가능합니다 **** 굿네이버스는?굿네이버스는 1991년 3월 한국인에 의해 설립된 국제구호개발 NGO로, 국내외 소외받고 고통받는 이웃을 위한 사회복지서비스와 구호 및 개발사업을 수행하고 있으며,1996년 국내 최초로 UNECOSOC(유엔경제사회이사회)로부터 NGO최상위 지위인 포괄적 협의지위를 부여받은 국제 전문사회복지 기관입니다.>> 금요일 신청 가능 1. 활동기간 : 2019년 3월 4일(월) ~ 6월 27일(금) 중 가능 날짜    - 요일: 월~금 중 선택 가능    - 시간: 9:00~18:00 (해당 시간 중 활동 가능 시간 협의)      * 12~13시 점심시간은 봉사활동시간에서 제외2. 활동장소 : 서울 구로구 가마산로 236 도진빌딩 3층 3. 활동내용 : 제 11회 굿네이버스 희망편지쓰기대회 물품세팅 및 행정업무 4. 모집인원 : 20명 5. 모집대상 : 봉사활동에 관심있는 대학생, 굿네이버스 사업에 관심을 갖고 적극 참여할 의지가 있는 사람 6. 신청방법 : 메일 전송 (seoulcenter@gni.kr) * 굿네이버스 서울본부 홈페이지( http://seoul.goodneighbors.kr) 내 공지사항 서식 >> 굿네이버스 서울본부 홈페이지 접속 후, 상단 공지/뉴스 카테고리 > 공지사항 > 봉사활동 신청서 5번글 확인 후, 메일 첨부발송 해 주시면 됩니다.     활동 신청 완료되신 분에게는 SMS 발송 되오니, 확인 해 주시면 됩니다. 7. 문 의 : 굿네이버스 서울나눔인성교육센터 이상민 간사 (02-812-2040)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
소아청소년완화의료 자원봉사자 모집 ,전남,화순군,공통," 소아청소년 완화의료팀에서 함께하실 자원봉사자를 모집합니다. 1. 총 모집인원 : 6명광주전남대학교병원-1명(매주 목요일 활동)화순전남대학교병원-5명(매주 요일 지정하여 활동)2. 자원봉사대상만24세미만 소아청소년 및 가족3. 활동사항말벗 등 정서적 지원, 아돌돌봄서비스, 프로그램 지원 등4. 사전교육 필수 참석2019일반인을 위한 호스피스완화의료교육 04.25~04.26 (화순전남대학교병원)5. 면접일정4.23일 2시 면접 추가 문의사항은 담당자에게 문의주시기 바랍니다.융통성있게 운영하고 있으니 관심있으신 분들의 많은 신청 바랍니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
대구북부노인보호전문기관 실버사랑 봉사단 모집공고,대구,서구,공통," 대북노보 2019 - 1호대구북부노인보호전문기관 실버사랑 봉사단 모집공고 대구북부노인보호전문기관에서 정기자원봉사자를 모집하오니 노인복지분야에 관심 있는 여러분들의 많은 참여를 바랍니다. 1. 자원봉사단명 : 실버사랑 봉사단 2. 모집대상 및 기간1) 대상: 총 20명(20세 이상, 평일봉사 가능한 분)2) 기간: 2019년 4월 4일 ~ 2019년 4월 23일 3. 활동기간 : 2019년 5월 ~ 2019년 12월까지(8개월) 4. 활동분야1) 홍보: 노인학대예방 캠페인 및 관련 행사 진행2) 상담: 기관 홍보 및 학대사례 발굴3) 교육: 노인학대 인식개선 및 예방교육, 효행체험활동 5. 신청방법 : 내방 또는 이메일 접수(dgn1389@daum.net)※홈페이지(www.dgn1389.or.kr) 공지사항→첨부파일 신청서 작성→내방 또는 이메일 접수 6. 문 의 : 안시온 상담원 (053-357-1389) 7. 혜 택1) 실버사랑 봉사단 임명장 수여2) 자원봉사실적인증3) 강사활동 확인증(교육봉사자에 한함) ※ 대구북부노인보호전문기관은 전문적인 자원봉사활동을 위하여 실버사랑 봉사단을 대상으로「노인학대 예방교육」을 제공하고 있습니다.* 대구광역시 내 학대를 받는 노인 및 그 가족을 대상으로 전문적인 상담과 서비스 제공을 통해, 노인의 권익 증진 및 학대 없는 사회를 조성하기 위한 목적으로 2015년 8월 대구광역시가 지정한 노인보호전문기관입니다.(노인복지법 제39조 제5항) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[사랑의달팽이]자선골프대회 자원봉사자 모집,경기,양평군,공통,"사랑의달팽이는 청각장애인에게 인공달팽이관 수술 및 보청기를 지원하여 소리를 찾아주고, 소리를 듣게 된 아이들의 사회적응지원과 대중들의 인식개선교육을 수행하는 사회복지단체입니다.5월 13일(월)에 개최되는 제 15회 사랑의달팽이 자선골프대회에 함께해 주실 자원봉사자를 모집합니다.봉사일자 : 5월 12일(일)~13(월) 1박 2일봉사장소 : 경기도 양평 더 스타휴CC집결장소 : 약수역 10번출구(12일 오후 3시 출발)활용내용 : 현장 준비 및 정리, 골프대회 진행, 마무리(13일 저녁 10시 도착 예정)기타사항 : 대학생 및 휴학생 우대지원내용 : 봉사시간, 숙식, 봉사자 티셔츠※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[체인지메이커] 사무보조 및 업무보조 봉사자 모집 ,서울,양천구,공통,"안녕하세요. 사회복지단체 사단법인 체인지메이커입니다.저희는 '우리 이웃 모두가 행복할 수 있도록 우리부터 변하겠습니다' 라는 모토로 결손가정, 독거노인을 위한 나눔활동을 하고 있습니다.저희 단체에서 시간과 재능을 나눠주실 업무보조 봉사자님을 모집합니다. 마음 따뜻한 봉사자 분의 지원 부탁드립니다.^^- 기간 : 4월 ~ 6월 달까지 (주2 / 본인이 선택 가능)- 시간 : 13시 ~ 18시 또는 11시 ~ 18시 - 협의가능 (시간은 하루 3~4시간 이상이면 가능합니다. 시간, 날짜 등 모든 부분 협의가 가능합니다. 11시부터 오실경우 점심식사 제공)- 봉사 내용 : 컴퓨터 작업 가능자, 간단한 문서 작성 및 옮겨적기, 법인내 다양한 업무보조 봉사활동, 물품분배 등 다양한 봉사활동 진행.  성실하게 봉사 가능하신 분                     또는 NGO활동 기획 및 전문활동 기회                     또는 NGO홍보활동- 장소 : 서울 양천구 목동남로2길 25 서원빌딩 3층 체인지메이커- 활동혜택 : 활동인증서, 위촉장, 우수활동 상품지급  따뜻한 마음으로 봉사에 참여해주실 봉사자분들을 기다리겠습니다.신청해주신 봉사자분들에게는 담당자가 직접 문자 또는 전화를 드립니다.따뜻한 마음으로 봉사에 참여해주실 봉사자분들을 기다리겠습니다.문의가 있으신 분들은 체인지메이커 홈페이지나 02-6925-6789 또는 010-4477-8412를 통해 연락 부탁드립니다.신청해주신 봉사자분들에게 담당자가 직접 문자 또는 전화를 드리고, 봉사활동이 결정되신 분께는 최종적으로 다시 연락을 드리겠습니다.* 지원하신 분들께는 개별적으로 연락드립니다. 감사합니다.    ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
