제목,지역,소분류,성별,내용
언어치료학과 봉사 선생님 모십니다 ,인천,미추홀구,공통,"안녕하세요 인천 미추홀구에 위치한 금강재활요양병원입니다.저희는 재활치료를 중심으로 운영하는 병원으로써,언어치료가 필요한 환자들이 계시는데 언어치료학과 학생들분께서  봉사로 실습개념형식으로 가능하신분 모십니다.요일 및 시간은 협의 가능합니다 (주말제외)궁금하신 사항은 직통번호로 연락부탁드립니다. 감사합니다※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
용인정신병원 사회사업과에서 2019년도 2분기 치료프로그램 자원봉사자를 모집합니다.,경기,용인시,공통,"용인정신병원은 국민의 정신건강을 응원하고, 정신질환으로 어려움을 겪고 있는 분들을 위해 전문적인 치료와 다양한 정신사회재활프로그램으로 회복을 돕고 있습니다.우리 병원에서는 사회사업(복지)을 전공하고, 정신보건에 관심 있는 봉사자 선생님들의 많은 참여를 기다리고 있습니다.⊙ 활 동 : 치료 프로그램 보조일반집단정신치료 : 사회기술훈련, 대인관계훈련, 스트레스관리훈련, 정신건강교육, 건강증진교육, 일상생활기술훈련 등작업 및 오락요법 : 문예요법, 신문읽기, 음악요법, 레크리에이션 등⊙ 요 일 : 월요일 ~ 목요일 중⊙ 시 간 - 오전 : 08:30 ~ 10:30 / 09:30 ~ 11:30- 오후 : 12:30 ~ 14:30 / 14:30 ~ 16:30  (조정가능)⊙ 기 타 : 자원봉사 활동확인증, 프로그램 supervision 및 교육 등* 프로그램 및 시간은 조정 가능 하니, 많은 문의 바랍니다.* 3개월 이상 지속 가능한 자원 봉사 분들의 참여 부탁 드립니다.담당자 : 정신건강사회복지사 임지현전 화 : 031) 288-0290/ 291* 본원은 vms인증센터 기관으로 자원봉사확인증 발급 가능합니다.단 vms 홈페이지에 가입절차가 먼저 이루어 진 후 자원봉사 확인증이 발급됩니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
컴퓨터교육 봉사자 모집,충북,청주시,공통,"<정보화교육 봉사자 모집>■활동내용 : 정보화교육을 희망하는 성인장애인에게 일상적인 컴퓨터 기초교육 실시                - 컴퓨터: 컴퓨터기초, 한글문서 편집, 인터넷 활용, 동영상 편집 등                - 스마트폰: 기본기능 익히기, 카톡활용하기, 영상시청 등■봉사장소 : 청주시장애인종합복지관 2층 정보화교육장■봉사일정 : 4월 ~ 12월(평일) 주 1~2회 / 개별 상담 이후 기간 및 시간조정 가능■봉사자격 : 자격증 무관(컴퓨터 관련학과 및 봉사 경험 / 컴퓨터 활용 우수자 우대)■봉사시간 : 주1회 90분■문      의 : 청주시장애인종합복지관 담당 이선옥(043-275-7411)                 * 인터넷 신청 후 사무실로 전화주세요^^※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
★경로당 컴퓨터 지도 봉사활동,서울,동작구,공통,"* 봉사활동 일정 : 4월~11월 (월~금 중, 주1회) / 세부일정 개별 협의 가능* 봉사활동 내용 : 어르신 컴퓨터 지도(한글 문서 작성 방법, 인터넷 활용 방법 등) * 신청 방법 : VMS 온라인 신청 후, 전화 상담하여 선정 * 전화 문의 :☎ 02)592-3721 (담당: 김혜선 사회복지사) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
2019년 함초더초 어린이위원회 전문 자원봉사자 모집 안내,대전,서구,공통,"1. 사 업 명 : 함초더초 어린이위원회2. 기 간 : 2019. 4. ~ 12.3. 장 소 : 정림종합사회복지관 프로그램실, 도마동 마을지원센터 와유(대전광역시 서구 사마1길 49)4. 활동내용 :  어린이위원회 전문자원봉사자5. 활동역할 : 참여자 관찰, 활동지원, 캠페인·캠프 활동지원 등6. 활동시간 : 어린이위원회-매주 수요일 14:00~18:00 / 금요일 14:00~18:00 /                   청소년위원회-격 주 토요일 09:30~14:007. 모집대상 : 사회복지학과 재학생 2학년 이상(청소년위원회 3학년 이상)8. 모집인원 : 총 5명 (어린이위원회 각 동별 2명, 청소년위원회 1명) 9. 모집기간 : 2019. 3. 15.(수) ~ 2019. 3. 27.(수)10. 신청방법 : 기관홈페이지 www.jlswc.or.kr 모집신청서 작성 후 이메일 제출 jlswc@hanmail.net11. 기 타 가) 자원봉사자 면접은 3.28 (목)  18:00 에 이루어질 예정입니다. 나) 자원봉사시간은 사회복지자원봉사인증관리(VMS)를 통해 인정됩니다. 다) 상기 일정은 기관 사정에 따라 변경될 수 있습니다.12. 문 의 : 정림종합사회복지관 가) 전화 : 042-584-4451 나) 메일 : jlswc@hanmail.net         ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[수정노인종합복지관] 치매예방 진행 프로그램 교구 제작 (미술 관련),경기,성남시,공통,"수정노인종합복지관은 어르신들과 함께 동행하고, 어르신들을 최우선으로 하는 기관입니다.이 곳에서 따뜻한 나눔을 실천할 아름다운 봉사자분들을 찾습니다~1. 봉사내용 : 치매 예방 교육 자료 준비 (만화 캐릭터 그리기를 좋아하시는 분, 그림을 잘 그리시는 분 / 그림 자료 제작)2. 봉사일시 : 평일 오전 9시~18시3. 봉사장소 : 수정노인종합복지관4. 봉사인원 : 3명 5. 봉사혜택 : 1365 및 vms 봉사시간 기록6. 봉사문의 : 031-739-2929(수정노인종합복지관 이단비 사회복지사)* 평일 오전 9시~오후6시 사이에 연락 부탁드립니다. 7. 봉사신청 : 봉사 신청 후, 봉사문의 전화로 연락하여 일정 협의해주세요 (필수)저희 수정노인종합복지관에 관심가져주신 모든 봉사자분들께 감사의 말씀을 드리며 오늘 하루도 행복하고, 즐거운 하루 되시길 소망합니다~※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
기업 단체봉사활동,경기,여주시,공통,1. 봉사일자 : 2019-03-21~2019-03-31   일정 협의후 진행합니다2. 봉사장소 : 마을 숲3. 봉사내용 : 숲 산책길 만들기 단체봉사활동 경찰대학생분들이나 기업단체분들 계시면 연락주세요(준비사항 : 안전복장 모자 장갑 등~) 문의 010-9068-5917※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
2~3분 분량 애니메이션 제작,부산,연제구,공통,*봉사내용: 보조기기센터 교육용 애니메이션 제작 지원*봉사일정: 정해진 일정 없음(본인이 시간 되실 때 제작해주시면 됩니다)*봉사장소: 재택봉사 가능*모집인원: 1명(1명이서 하셔도 되고 여러명이서 하셔도 됩니다. )*상세내용: 전동휠체어 안전하게 타는 법에 대한 2~3분 분량 애니메이션 제작*신청방법: vms신청 후 전화*문의: 유수희 사회복지사(051-790-6152)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
지역중심아동보호교실 '온유교실'  요리&과학 프로그램 지원,서울,강남구,공통,"지역중심아동보호교실 '온유교실'은 초등학생 아동들의 방과후 보육을 지원합니다.간식 지원, 올바른 생활태도 및 학습 등을 함께 배우는 곳으로 다양한 특별활동도 함께 진행합니다.그 중 수요일에 진행되는 요리 & 과학 프로그램에 아동들과 함께하며 활동 과정을 기록 해 줄 봉사자를 모집합니다.○ 봉사일시: 매주 수요일 15시 ~ 17시    - 1, 4주: 과학활동    - 2주: 과정기록지 작성 및 행정 지원    - 3주: 요리활동○ 봉사대상: 온유교실 이용 아동○ 봉사자 역할    - 온유교실 특별(요리&과학) 활동 진행 지원    - 활동 시, 과정기록지 작성 및 개별 활동 참여 관찰    - 활동 마무리 지원 및 평가 참여 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
청소년관련 이미지촬영 자원봉사자 모집,서울,마포구,공통,"1. 봉사일자 : 2019-03-18~2019-04-302. 봉사장소 : 조율(학교. 공원 등)3. 봉사내용 : 청소년관련 이미지촬영 자원봉사자 모집4. 내용 : -사진 촬영해 주실 자원봉사자를 모집합니다.--청소년 관련 이미지 촬영 자원봉사입니다.-사진 촬영을 전문으로 하는 분이거나 취미로 사진촬영하시는 분이면 더욱 좋습니다.-청소년 관련 이미지 촬영입니다.-학교나, 공원 등 다양한 이미지 촬영입니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
캘리그라피 체험봉사자 모집,부산,부산진구,공통,기장군건강가정다문화가족지원센터에서는 건강한 가정문화 확립을 위한 가족축제를 개최함에 따라 캘리그라피 체험부스를 운영하고자 합니다.지역주민 대상으로 캐리그라피 체험을 진행하는데 도움을 주실 봉사자님을 모집합니다.- 일시 : 2019.05.11(토) 11:00-17:00- 장소 : 부산시민공원 다솜광장- 대상 : 지역주민- 활동내용 : 지역주민이 체험부스에 참여하여 캘리그라피 작품을 만들어볼 수 있도록 체험지도 (봉사자님이 작품을 직접 만들지 않고 참여자들이 만들어보도록 캘리그라피 기본 기술 안내)  ** 캘리그라피 자격증 소지 및 관련 교육 이수자 우대※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
"노인센터,아동센터 교육프로그램 운영",부산,사상구,공통,"1. 봉사일자 : 2019-03-18~2019-07-312. 봉사장소 : 안나노인건강센터 내 시설3. 봉사내용 : 노인센터,아동센터 교육프로그램 운영※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서초중앙] 캘리그라피 재능기부봉사자를 모집합니다.,서울,서초구,공통,"[서초중앙]서초중앙 캘리그라피 재능기부봉사자를 모집합니다.서초구립중앙노인복지관의 어르신들을 대상으로 단기 캘리그라피 교육을 진행해주실 수 있는 봉사자 분을 구하고 있습니다.어르신들에게 간단하게 1회기(60분)로 봉사자분께서 준비하신 내용을 전달하는 방식으로 진행하시면 됩니다. ★ 모집분야 : 캘리그라피 재능기부 봉사자1. 일 시: 2019년 4월~12월 매월 1,2,3,4주차 화요일 중 하루 (일정은 조율 가능합니다.)2. 업 무: 복지관3. 인 원: 0명4. 자 격: 20세~50세(대학생 이상)5. 장 소: 복지관 3층 세미나실6. 혜 택: VMS 시간 입력★ 주 소 : 서울특별시 서초구 서초동 1666-17 (교대역 1번, 13번 출구 100m)★ 문 의 : 02)3474-6080~1 김예진 사회복지사재능을 가지신 여러분의 많은 관심과 참여를 기다립니다.*담당자와 유선연락이 되어야 신청이 완료됨을 안내드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
"역사, 수학 멘토선생님을 모십니다",대전,대덕구,공통,ebs역사 수업 멘토하실 선생님과  중등수학멘토 해주실 선생님을 모십니다※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[ADRF] 아동성장기록부 관리작업 봉사자 모집,서울,용산구,공통,"[ADRF] 아동성장기록부 관리작업 봉사자 모집ADRF(아프리카아시아 난민교육후원회는) ‘HOPE=EDUCATION’이라는 슬로건으로 교육의 혜택을 받지 못하는 아프리카 아시아 빈곤아동들을 위해 교육을 지원하는 단체입니다.아동성장기록부 관리작업을 위한 자원 봉사자를 아래와 같이 모집합니다.1. 상세내용: 해외로부터 정기적으로 수취한 아동 성장 보고서들을 한 파일에 취합하여 기록하는 활동입니다.총 11개국의 아이들이 어떠한 생활을 하는가, 그리고 어떻게 성장하고 있는가를 요약합니다.2. 모집인원: 5명3. 활동기간: 2019-03-22~2019-05-17  평일봉사  시간 : 14:00pm ~ 18:00pm (기간 및 시간 조율 가능, 휴일은 봉사 운영x )4. 자격조건:- 꼼꼼하고 성실하게 함께 활동 하실 분- 영어 작문 가능하신 분- 엑셀파일 작업 가능하신 분- NGO 실무 업무/ 해외수혜아동/ 해외 생활환경에 관심이 있으신 분5. 혜택VMS 봉사시간 부여, 간식제공6. 지원방법vms 홈페이지 하단에 신청 혹은 전화로 접수8. 문의후원관리팀 이혜진 간사070)7006-6689 / 02-569-1928※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
