제목,지역,소분류,성별,내용
환경정화 캠페인 대학생 인솔 봉사자 모집,인천,남동구,공통,"☆지역사회나눔활동 환경정화캠페인 - 청소년 인솔 봉사자 모집☆- 일시 : 2019년 4월 20일 13:30 ~ 17:30 (봉사시간 4시간)- 장소 : 인천청소년문화센터 및 구월동 로데오 광장, 롯데백화점 인천터미널점 광장※  4월 20일 (토)  40여명의 청소년 친구들이 두팀으로 나누어 환경정화 캠페인을 진행합니다.    활동장으로 나가 진행하는 만큼 캠페인 운영시간동안 청소년들의 활동을 인솔, 지도하는 역할을 해주시면 됩니다. ^_^문의 : 032-429-1318 / 청소년사업팀 권미현※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울 중구]치매검진 지원,서울,중구,공통,1. 봉사일자 : 2019-04-17~2019-04-172. 봉사장소 : 중구 관내 주민센터3. 봉사내용 : [서울 중구]치매검진 지원서울특별시 중구 필동주민센터에서 치매검진을 진행합니다.어르신 안내 및 치매검진 지원입니다.신청 후 꼭!~ 문자주세요 010-6392-9239(*중식 및 교통비 지원 안됨)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[서울 중구]치매검진 지원,서울,중구,공통,1. 봉사일자 : 2019-04-16~2019-04-162. 봉사장소 : 중구관내주민센터3. 봉사내용 : [서울 중구]치매검진 지원서울특별시 중구 동화동주민센터에서 치매검진을 진행합니다.어르신 안내 및 치매검진 지원입니다.신청 후 꼭!~ 문자주세요 010-6392-9239(*중식 및 교통비 지원 안됨)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
《2019 새생명 서포터즈 모집》 ,서울,성북구,공통,"2019년 한국새생명복지재단에서 새생명 서포터즈 1기를 모집합니다.관심있는 분들의 많은 지원 바랍니다.자세한 내용은 아래의 내용을 참조하시기 바랍니다.궁금한 사항은 재단 사무국 02-927-3040으로 전화하시면 됩니다.♣ 모집대상 : 자원봉사를 하고 싶으신 분, 사회복지분야 및 비영리민간단체활동에 관심이 많으신 분, sns를 다룰줄 알고 소통을 즐기는 분, 책임감이 있는 분 ♣ 모집일정 : (접수) 4/8~4/30 (발표) 5/1 개별연락♣ 모집 인원 : 00명 (남녀구분없음, 나이제한없음)♣ 활동기간 : 2019년 5월~ 7월 (3개월)♣ 활동내용 : 한국새생명복지재단 홍보 내용을 sns를 활용하여 자유로이 글을 올리면됨. (매주 3건 업로드)♣ 활동혜택 : 회차당 3시간 * 10회차 총 30시간의 봉사활동 시간 인증 가능                 새생명복지재단 나눔가게 기부물품 선물 지급                 매달 우수활동자 선정하여 별도 포상                새생명서포터즈 수료증 발급♣ 지원방법 : vms 봉사활동 신청 또는 재단 전화 신청 ♣ 문의 : 사무국 02-927-3040  ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
"청소년, 대학생 지역축제기획단 [청포도] 신규회원 모집",부산,금정구,공통,"안녕하세요. 저희는 청소년들을 위한 청소년의 모임 청포도 입니다.청소년이 만 24세까지 인건 아시죠!? ㅎㅎ다름이 아니라 올해 청포도 신규회원을 모집하고 있습니다.청포도는 청소년들을 위한 다양한 활동을 우리 스스로 이야기나눠서 기획하고 실행하는 단체입니다.올해는 지역 청소년들의 놀 권리!(주제 좋죠? ㅎㅎ)를 지켜주기 위해서 축제를 기획하기로 했습니다.여름에는 물총축제부터 길거리 농구대회, 루프탑 바베큐파티까지 생각만해도 벌써 기대가 됩니다.이런 행사들을 준비하고 실행하는데 사실 저희와 마음이 맞는 친구들이 있었으면 좋겠습니다.이글을 보시고 관심이 생기시는 분은! 주저하지 마시고 연락해주시면 좋겠습니다 ㅎㅎ[[051-512-1455]] 오늘도 즐거움 가득한 하루 되세요~~ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
삼광사 경로잔치 어울림한마당 봉사자 모집,부산,부산진구,공통,"서구노인복지관에서는어버이날을 맞이하여 대한불교천태종복지재단 삼광사에서 진행하는'삼광사 경로잔치 어울림한마당' 행사에 적극적인 봉사활동을 함께 할 봉사자를 모집합니다.■ 일     시 : 4/24(수) 9:00~18:00         * 시간은 조율가능 하며, 봉사 인정시간 협의 가능함.■ 장     소 : 부산진구 삼광사■ 모집인원 : 00명■ 모집조건 : 고등학생부터 주부 등 보행에 무리가 가지 않는 자, 의사소통이 원활한 자■ 문의사항 : 서구노인복지관 051)244-3541 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
안양평촌마을신문기자단 모집,경기,안양시,공통,"1. 봉사일자 : 2019-04-11~2019-12-312. 봉사장소 : 안양시부흥종합사회복지관3. 모집대상: 안양에 거주하는 주민 누구나4. 활동내용  - 월 2회 정기회의(2,4째주 토요일 /기획, 편집진행)  - 매월 1건 이상의 기사 작성  - 보수교육 및 워크숍5. 활동혜택  - 봉사시간(회의 참석 시간 /기사 작성 건당 봉사시간 부여)  - 연말 우수기자 표창6. 신청 및 문의  - 안양평촌마을신문 블로그(http://blog.naver.com/ourbuheung)  - 안양시부흥종합사회복지관 기획운영팀 최지은 사회복지사※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[신월종합사회복지관] 행복나눔문화축제 자원봉사자 모집,서울,양천구,공통,"제목: 신월종합사회복지관 제22회 행복나눔문화축제 자원봉사자 모집신월종합사회복지관에서는 지역주민들과 함께하는 지역축제인 행복나눔문화축제를 4월 27일(토) 에 진행됩니다.지역주민과 함께 어울리며 행사 스태프로 행복나눔문화축제에 함께 참여해주실 자원봉사자를 모십니다.1) 일시 : 2019년 4월 27일(토) 10:00-17:002) 장소 : 2호선 신정네거리역 3번출구 앞 분수광장3) 자원봉사자 활동내용: 행사장 세팅/먹거리, 체험부스 보조/행사 스태프/행사장 정리 4) 모집인원: 총 20명5) 기타사항: 성별 무관. 점심식사 지원6) 기관위치: 서울시 양천구 신월로 24길 19 신월종합사회복지관7) 문의: 정윤희 사회복지사(070-4755-3703)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
행복전파단(연극단) 자원봉사자를 모집합니다^^,인천,서구,공통,인천기독교종합사회복지관 행복전파단은 연극단으로 매달 지역의 아이들에게 연극공연활동을 하고 있습니다. 연극단에 관심이 있으신 지역주민이라면 누구나 함께 하실수 있으십니다^^*활동 일정 - 매주 화요일 오전 10시부터 12시(2시간) *활동 내용 - 연극단 활동 보조 또는 연극단원 활동*활동 조건 - 연극에 관심이 있으시고 열정을 갖고 성실히 활동에 임해주실 지역여러분을 기다립니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
울림합창단과 함께 해주실 단원을 모집합니다^^(남녀노소 누구나),인천,서구,공통,"인천기독교종합사회복지관에서 5월 공연프로젝트 단원을 모집합니다^^ 세대통합과 관계증진을 위한 울림합창단은 작년 11월부터 현재까지 활동을 이어오고 있습니다!!*활동 일정 - 2019년 4월 ~ 5월 (매주 수요일) / 오후 3시부터 오후 5시까지(2시간) *활동 내용 - 세대통합과 관계증진을 위한 울림합창단 단원으로 전문합창지휘자의 지휘에 맞춰 합창연습 후 복지관 70주년 기념 행사 시 합창공연 진행 예정입니다!!(활동시간에 따른 봉사시간 실적 부여합니다!!!)*활동 조건 - 전문합창단이 아닌 울림과 감동을 주는 세대통합합창단으로, 노래를 잘 하지 못해도 전혀 상관이 없으며!!! 음악과 노래, 합창을 좋아하는 마음만 있다면 남녀노소 상관없이 누구든 환영합니다^^(5월 공연시까지 꾸준히 활동해주실 단원을 기다리고 있습니다.)*신규단원신청안내 - 전화접수 및 방문접수로 가능하며, 매주 수요일 2시 50분 합창강사와 간단한 면담(지원동기, 합창경험 등) 후 당일 3시부터 연습 참여 진행합니다^^                                                                                                                                                                                                            *""너와 나, 우리""의 마음에""울림""을 주는 울림합창단에서 친구도 만들고 합창도 하며 즐거운 경험을 쌓아보세요~~^^ 많은 관심과 신청 부탁드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
생활근린시설가꾸,광주,남구,공통,"광주광역시 남구청 앞 푸른길 공원 청소 오전 9~12시, 오후 1~6시 2파트 입니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
<신당종합사회복지관>독거노인  밑 반 찬 전달 봉사 (급!),대구,달서구,공통,"* 활동시간 : 매주 월요일, 목요일 14시 부터 1~2시간 가량 활동 가능하신 분.                    월요일 or 목요일 중  한 요일만도 가능.  * 성서주공 2, 3단지 아파트 대상으로 전달이라서 큰 어려움은 없어요~ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울재활협회] 감동의 마라톤 자원봉사자 모집(4/20),서울,영등포구,공통,"1. 활동 내용  ※ 장애인 참가자가 많기 때문에 주의요망. - 대 회 명: 제3회 S-OIL과 함께하는 ‘감동의 마라톤’    (http://감동의마라톤.com)- 접수처: 현장 접수인원 확인 및 물품 전달- 출발 및 골인지: 출발 전/후 집결지 통제, 참가자 질서유지- 골인 급수대: 완주자들 물 제공- 간식 배부처: 완주자들 간식 제공- 물품보관소: 참가자 물품을 수령 및 전달, 보관하는 업무 수행- 탈의실: 질서유지, 비닐백 배포- 주로(코스)내 각 교차로 및 골목 차량 통행 안내 및 선수 주로 안내- 5km지점 이후부터 매 5km마다 급수 및 스펀지대 설치 및 선수음료제공- 마라톤 참가자(장애인, 비장애인) 기타 지원 활동2. 모집기간- 2019.03.04.(월)~2018.04.18.(목) 3. 모집인원- 100명 4. 모집대상- 성별 무관. (단, 연령 14세~40세)※봉사자 모집에 어려움이 있어 4/1(월)부터 중학생 봉사자도 신청 받고 있습니다.  5. 모임장소- 여의도 이벤트광장(집결지)(지하철 5호선 여의나루역 2번 출구)6. 모임시간- 2019.04.20.(토), 오전 7시(10분 전까지 도착) 7. 활동날짜 및 시간- 2019.04.20.(토), 오전 7시~오후 1시(총 6시간) 8. 신청방법- 담당자에게 아래 개인 신상 정보 이메일(rikorea-seoul@naver.com) 전달※ 이름/ 성별/ 연령/ 연락처/ 이메일 주소/ 장애유무/ VMS ID 전달  →개인 신상 정보 이메일 미전달시 최종 접수가 안된 상태이므로, 꼭 메일로 별도 전달 부탁드립니다. - 접수 후 확정된 봉사자는 개인 연락처로 회신 4/18(목) 예정 9. 기타- 제공사항: 중식, 간식, 물- 지인 및 친구, 동아리 등 단체신청 가능문의) 서울특별시장애인재활협회, 봉사담당 정혜정 02-2637-4162 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
한마음 체육대회 자원봉사자 모집,충남,천안시,공통,"(사)충남장애인부모회 천안지회에서 한마음 체육대회를 진행합니다.2019년 4월 19일(금) 오전12시~오후6시 까지 자원봉사하실 분을 모집중입니다.발달장애인들과 사회복지사,부모님들과 함께 진행되는 체육대회이며 보조경기장을 활용하여 다양한게임과 이벤트를 진행 할 예정이오니 진행보조와 발달장애인들과 함께 체육활동을 함께 하여 주시면 됩니다.편안한 복장으로 참여 가능하며 종합운동장내 구내식당(운동장식당)에서 사전교육과 식사제공을 하오니많은 자원봉사자분들의 참여 부탁드립니다.궁금하신 사항은 담당자에게 연락 주시기 바랍니다.감사합니다.담당자: 정의업 010-3060-3111※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
선린종합사회복지관 선린서포터즈 모집,대구,북구,공통, ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
제6회 서울특별시장배 전국장애인탁구대회 자원봉사 모집,서울,은평구,공통,"제6회 서울특별시장배 전국장애인탁구대회자원봉사 모집□ 대회개요  - 대 회 명: 제6회 서울특별시장배 전국장애인탁구대회  - 일     시: 2019년 5월 5일(일)~6일(월)  - 장     소: 은평구다목적체육관  - 주     최: 서울특별시장애인체육회  - 주     관: 서울특별시장애인탁구협회  - 후     원: 서울특별시, 은평구장애인체육회, 대한장애인체육회  - 재정후원: 문화체육관광부, 국민체육진흥공단 □ 모집개요  - 모집인원: 약 150명(고등학생 및 대학생, 성인, 개인 등)  - 활동내용: 탁구공도우미, 길 안내, 식사 배식, 청소 등  - 활동일시      1) 2019년 5월 5일(일) / 09:00~18:00(※집결 08:40)      2) 2019년 5월 6일(월) / 09:00~18:00(※집결 08:40)  - 집결장소: 은평구다목적체육관  - 지원내용: 식사제공, 봉사활동인증확인서(VMS)  - 접수방법: VMS 홈페이지 참조                 (신청서 작성시 반드시 성명, 생년월일, VMS ID[필수], 연락처 기재)  - 접수기간: 2019년 5월 2일(목) 17:00까지  - 담     당: 서울특별시장애인탁구협회 윤동기 사무국장 010-3663-8811 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
